time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,0,0,105
4.8,16.0,dur,10,13,4,33,137
20.8,4.8,dur,3,16,32,267,113
25.6,12.8,dur,8,24,64,533,22
38.4,8.0,dur,5,29,2,17,99
46.4,8.0,dur,5,34,2,17,143
54.4,6.4,dur,4,38,64,533,0
60.8,8.0,dur,5,43,0,0,70
68.8,4.8,dur,3,46,0,0,140
73.6,4.8,dur,3,49,64,533,7
78.4,8.0,dur,5,54,16,134,17
86.4,4.8,dur,3,57,32,267,91
91.2,4.8,isi,3,60,64,533,148
96.0,4.8,dur,3,63,2,17,4
100.8,4.8,dur,3,66,16,134,30
105.6,6.4,isi,4,70,64,533,159
112.0,8.0,dur,5,75,2,17,134
120.0,11.2,dur,7,82,8,67,71
131.2,6.4,dur,4,86,2,17,108
137.6,11.2,dur,7,93,64,533,79
148.8,12.8,dur,8,101,16,134,1
161.6,6.4,dur,4,105,16,134,89
168.0,4.8,isi,3,108,64,533,81
172.8,6.4,dur,4,112,4,33,12
179.2,9.6,isi,6,118,64,533,85
188.8,6.4,dur,4,122,0,0,138
195.2,11.2,dur,7,129,32,267,46
206.4,6.4,dur,4,133,4,33,44
212.8,4.8,dur,3,136,8,67,149
217.6,4.8,dur,3,139,4,33,130
222.4,12.8,dur,8,147,16,134,57
235.2,8.0,dur,5,152,8,67,16
243.2,17.6,dur,11,163,64,533,131
260.8,4.8,dur,3,166,0,0,122
265.6,6.4,dur,4,170,8,67,156
272.0,9.6,isi,6,176,64,533,117
281.6,4.8,dur,3,179,4,33,50
286.4,6.4,dur,4,183,32,267,52
292.8,12.8,dur,8,191,8,67,109
305.6,14.4,dur,9,200,32,267,32
