time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,6.4,dur,4,4,64,533,128
6.4,4.8,dur,3,7,16,134,122
11.2,4.8,dur,3,10,8,67,46
16.0,11.2,dur,7,17,0,0,82
27.2,4.8,dur,3,20,2,17,75
32.0,11.2,isi,7,27,64,533,52
43.2,6.4,dur,4,31,8,67,153
49.6,14.4,dur,9,40,32,267,123
64.0,6.4,dur,4,44,16,134,121
70.4,4.8,isi,3,47,64,533,17
75.2,17.6,dur,11,58,8,67,81
92.8,4.8,dur,3,61,32,267,102
97.6,6.4,dur,4,65,4,33,133
104.0,6.4,dur,4,69,2,17,129
110.4,8.0,dur,5,74,0,0,109
118.4,4.8,dur,3,77,2,17,137
123.2,12.8,dur,8,85,16,134,5
136.0,4.8,isi,3,88,64,533,69
140.8,11.2,dur,7,95,16,134,1
152.0,12.8,dur,8,103,2,17,58
164.8,9.6,dur,6,109,64,533,92
174.4,6.4,dur,4,113,2,17,145
180.8,4.8,dur,3,116,4,33,142
185.6,11.2,dur,7,123,4,33,48
196.8,9.6,isi,6,129,64,533,87
206.4,6.4,dur,4,133,8,67,118
212.8,4.8,dur,3,136,64,533,114
217.6,6.4,dur,4,140,64,533,147
224.0,8.0,dur,5,145,4,33,47
232.0,6.4,dur,4,149,16,134,146
238.4,4.8,dur,3,152,0,0,23
243.2,4.8,dur,3,155,4,33,108
248.0,4.8,dur,3,158,0,0,67
252.8,4.8,dur,3,161,32,267,7
257.6,9.6,dur,6,167,32,267,4
267.2,12.8,dur,8,175,64,533,70
280.0,4.8,dur,3,178,0,0,101
284.8,11.2,dur,7,185,8,67,134
296.0,12.8,dur,8,193,32,267,111
308.8,11.2,isi,7,200,64,533,9
