time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,6.4,dur,4,4,0,0,126
6.4,4.8,dur,3,7,2,17,74
11.2,6.4,dur,4,11,16,134,121
17.6,6.4,dur,4,15,0,0,64
24.0,11.2,isi,7,22,64,533,150
35.2,4.8,isi,3,25,64,533,101
40.0,6.4,dur,4,29,32,267,147
46.4,6.4,dur,4,33,8,67,47
52.8,6.4,dur,4,37,2,17,4
59.2,9.6,dur,6,43,8,67,22
68.8,4.8,isi,3,46,64,533,122
73.6,9.6,dur,6,52,16,134,158
83.2,12.8,dur,8,60,16,134,117
96.0,6.4,dur,4,64,64,533,17
102.4,12.8,dur,8,72,32,267,77
115.2,4.8,dur,3,75,4,33,136
120.0,9.6,dur,6,81,0,0,112
129.6,4.8,isi,3,84,64,533,51
134.4,6.4,dur,4,88,2,17,3
140.8,9.6,dur,6,94,2,17,94
150.4,4.8,dur,3,97,0,0,137
155.2,6.4,dur,4,101,16,134,154
161.6,4.8,dur,3,104,32,267,1
166.4,11.2,isi,7,111,64,533,10
177.6,9.6,dur,6,117,32,267,133
187.2,4.8,dur,3,120,64,533,155
192.0,4.8,dur,3,123,8,67,138
196.8,8.0,dur,5,128,4,33,9
204.8,9.6,dur,6,134,4,33,40
214.4,9.6,dur,6,140,4,33,27
224.0,6.4,dur,4,144,16,134,13
230.4,9.6,dur,6,150,64,533,7
240.0,8.0,dur,5,155,2,17,43
248.0,12.8,dur,8,163,8,67,56
260.8,8.0,dur,5,168,64,533,14
268.8,6.4,dur,4,172,32,267,129
275.2,4.8,dur,3,175,0,0,68
280.0,8.0,dur,5,180,4,33,100
288.0,14.4,dur,9,189,64,533,118
302.4,17.6,dur,11,200,8,67,102
