time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,6.4,dur,4,4,4,33,11
6.4,6.4,isi,4,8,64,533,61
12.8,6.4,dur,4,12,32,267,67
19.2,6.4,dur,4,16,16,134,30
25.6,14.4,dur,9,25,4,33,8
40.0,4.8,dur,3,28,8,67,136
44.8,8.0,dur,5,33,0,0,42
52.8,9.6,dur,6,39,8,67,38
62.4,4.8,dur,3,42,2,17,71
67.2,6.4,dur,4,46,64,533,155
73.6,16.0,dur,10,56,2,17,6
89.6,4.8,dur,3,59,0,0,79
94.4,9.6,dur,6,65,64,533,19
104.0,11.2,dur,7,72,2,17,141
115.2,4.8,dur,3,75,8,67,104
120.0,4.8,dur,3,78,64,533,98
124.8,8.0,isi,5,83,64,533,24
132.8,11.2,dur,7,90,16,134,152
144.0,12.8,dur,8,98,16,134,34
156.8,6.4,dur,4,102,0,0,46
163.2,4.8,dur,3,105,2,17,131
168.0,9.6,dur,6,111,8,67,134
177.6,8.0,dur,5,116,64,533,77
185.6,6.4,dur,4,120,4,33,51
192.0,8.0,dur,5,125,16,134,33
200.0,4.8,dur,3,128,32,267,119
204.8,4.8,isi,3,131,64,533,128
209.6,16.0,dur,10,141,0,0,47
225.6,4.8,dur,3,144,4,33,18
230.4,4.8,dur,3,147,16,134,117
235.2,4.8,dur,3,150,8,67,133
240.0,8.0,dur,5,155,2,17,96
248.0,4.8,dur,3,158,4,33,5
252.8,16.0,dur,10,168,32,267,12
268.8,9.6,dur,6,174,32,267,22
278.4,11.2,isi,7,181,64,533,118
289.6,4.8,isi,3,184,64,533,91
294.4,4.8,dur,3,187,32,267,112
299.2,6.4,dur,4,191,64,533,159
305.6,14.4,dur,9,200,0,0,95
