time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,8.0,dur,5,5,64,533,48
8.0,4.8,dur,3,8,8,67,93
12.8,6.4,dur,4,12,8,67,154
19.2,11.2,dur,7,19,8,67,89
30.4,6.4,dur,4,23,4,33,19
36.8,4.8,dur,3,26,16,134,25
41.6,4.8,dur,3,29,4,33,85
46.4,12.8,isi,8,37,64,533,81
59.2,8.0,dur,5,42,16,134,156
67.2,11.2,dur,7,49,0,0,50
78.4,4.8,dur,3,52,64,533,120
83.2,6.4,dur,4,56,64,533,139
89.6,9.6,dur,6,62,2,17,29
99.2,6.4,dur,4,66,2,17,76
105.6,4.8,dur,3,69,2,17,115
110.4,14.4,dur,9,78,2,17,136
124.8,11.2,dur,7,85,4,33,109
136.0,14.4,dur,9,94,32,267,17
150.4,4.8,dur,3,97,32,267,108
155.2,4.8,dur,3,100,64,533,22
160.0,6.4,isi,4,104,64,533,137
166.4,9.6,dur,6,110,64,533,135
176.0,8.0,dur,5,115,16,134,128
184.0,6.4,dur,4,119,2,17,86
190.4,4.8,dur,3,122,32,267,53
195.2,4.8,dur,3,125,16,134,10
200.0,16.0,dur,10,135,0,0,15
216.0,8.0,isi,5,140,64,533,142
224.0,4.8,dur,3,143,0,0,117
228.8,9.6,dur,6,149,4,33,90
238.4,9.6,dur,6,155,32,267,62
248.0,4.8,dur,3,158,8,67,152
252.8,8.0,isi,5,163,64,533,47
260.8,14.4,dur,9,172,16,134,147
275.2,4.8,dur,3,175,0,0,80
280.0,11.2,dur,7,182,8,67,148
291.2,4.8,isi,3,185,64,533,58
296.0,4.8,dur,3,188,0,0,153
300.8,14.4,dur,9,197,32,267,113
315.2,4.8,dur,3,200,4,33,73
