time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,6.4,dur,4,4,16,134,45
6.4,6.4,dur,4,8,4,33,40
12.8,17.6,dur,11,19,16,134,84
30.4,4.8,dur,3,22,4,33,142
35.2,8.0,dur,5,27,2,17,88
43.2,8.0,dur,5,32,0,0,131
51.2,4.8,dur,3,35,0,0,56
56.0,9.6,isi,6,41,64,533,20
65.6,8.0,dur,5,46,8,67,28
73.6,4.8,dur,3,49,8,67,26
78.4,4.8,dur,3,52,8,67,27
83.2,8.0,dur,5,57,0,0,25
91.2,11.2,dur,7,64,64,533,81
102.4,12.8,isi,8,72,64,533,14
115.2,8.0,dur,5,77,32,267,148
123.2,12.8,dur,8,85,2,17,48
136.0,4.8,isi,3,88,64,533,109
140.8,16.0,dur,10,98,8,67,111
156.8,4.8,dur,3,101,2,17,46
161.6,4.8,dur,3,104,32,267,141
166.4,4.8,dur,3,107,0,0,115
171.2,11.2,dur,7,114,32,267,61
182.4,12.8,dur,8,122,64,533,145
195.2,8.0,dur,5,127,4,33,92
203.2,4.8,dur,3,130,4,33,69
208.0,4.8,dur,3,133,16,134,52
212.8,4.8,dur,3,136,64,533,91
217.6,4.8,dur,3,139,0,0,120
222.4,4.8,dur,3,142,64,533,122
227.2,4.8,isi,3,145,64,533,157
232.0,6.4,dur,4,149,2,17,51
238.4,4.8,dur,3,152,8,67,138
243.2,9.6,dur,6,158,4,33,22
252.8,4.8,dur,3,161,32,267,0
257.6,8.0,isi,5,166,64,533,2
265.6,11.2,dur,7,173,2,17,37
276.8,6.4,dur,4,177,32,267,147
283.2,14.4,dur,9,186,16,134,75
297.6,6.4,dur,4,190,16,134,54
304.0,16.0,dur,10,200,64,533,139
