time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,6.4,dur,4,4,8,67,16
6.4,4.8,isi,3,7,64,533,118
11.2,6.4,dur,4,11,0,0,30
17.6,6.4,dur,4,15,4,33,25
24.0,6.4,dur,4,19,0,0,138
30.4,4.8,dur,3,22,0,0,144
35.2,12.8,dur,8,30,8,67,10
48.0,6.4,dur,4,34,8,67,28
54.4,6.4,dur,4,38,4,33,18
60.8,4.8,dur,3,41,32,267,131
65.6,6.4,dur,4,45,2,17,135
72.0,6.4,dur,4,49,4,33,149
78.4,8.0,dur,5,54,8,67,55
86.4,11.2,dur,7,61,0,0,68
97.6,4.8,dur,3,64,16,134,139
102.4,9.6,dur,6,70,4,33,159
112.0,4.8,dur,3,73,64,533,7
116.8,6.4,dur,4,77,16,134,26
123.2,17.6,isi,11,88,64,533,137
140.8,4.8,dur,3,91,2,17,70
145.6,4.8,dur,3,94,32,267,109
150.4,11.2,dur,7,101,16,134,64
161.6,6.4,dur,4,105,32,267,146
168.0,4.8,dur,3,108,16,134,136
172.8,9.6,dur,6,114,16,134,85
182.4,11.2,dur,7,121,8,67,140
193.6,4.8,isi,3,124,64,533,27
198.4,4.8,dur,3,127,2,17,91
203.2,12.8,dur,8,135,64,533,78
216.0,12.8,isi,8,143,64,533,6
228.8,8.0,dur,5,148,64,533,50
236.8,11.2,dur,7,155,2,17,38
248.0,8.0,dur,5,160,4,33,49
256.0,4.8,isi,3,163,64,533,60
260.8,4.8,dur,3,166,64,533,77
265.6,8.0,dur,5,171,32,267,73
273.6,6.4,dur,4,175,64,533,4
280.0,9.6,dur,6,181,0,0,93
289.6,12.8,dur,8,189,2,17,148
302.4,17.6,dur,11,200,32,267,127
