time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,0,0,58
4.8,4.8,dur,3,6,8,67,136
9.6,9.6,isi,6,12,64,533,120
19.2,6.4,dur,4,16,32,267,156
25.6,9.6,dur,6,22,8,67,32
35.2,6.4,dur,4,26,4,33,152
41.6,6.4,dur,4,30,16,134,40
48.0,6.4,isi,4,34,64,533,24
54.4,8.0,isi,5,39,64,533,67
62.4,9.6,isi,6,45,64,533,77
72.0,11.2,dur,7,52,64,533,79
83.2,6.4,dur,4,56,0,0,101
89.6,4.8,dur,3,59,32,267,130
94.4,6.4,dur,4,63,8,67,27
100.8,11.2,dur,7,70,0,0,60
112.0,4.8,dur,3,73,32,267,83
116.8,11.2,dur,7,80,32,267,54
128.0,6.4,dur,4,84,8,67,105
134.4,8.0,dur,5,89,8,67,28
142.4,9.6,dur,6,95,64,533,1
152.0,9.6,dur,6,101,2,17,71
161.6,4.8,dur,3,104,2,17,91
166.4,11.2,dur,7,111,2,17,153
177.6,8.0,dur,5,116,32,267,2
185.6,6.4,dur,4,120,2,17,89
192.0,14.4,dur,9,129,4,33,111
206.4,9.6,dur,6,135,16,134,19
216.0,6.4,dur,4,139,64,533,134
222.4,6.4,dur,4,143,0,0,12
228.8,6.4,dur,4,147,0,0,115
235.2,4.8,dur,3,150,2,17,39
240.0,6.4,isi,4,154,64,533,26
246.4,4.8,dur,3,157,4,33,15
251.2,9.6,dur,6,163,16,134,16
260.8,8.0,dur,5,168,4,33,37
268.8,6.4,dur,4,172,64,533,78
275.2,6.4,dur,4,176,64,533,117
281.6,11.2,dur,7,183,16,134,121
292.8,6.4,dur,4,187,16,134,21
299.2,20.8,dur,13,200,4,33,49
