time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,8.0,dur,5,5,0,0,9
8.0,6.4,dur,4,9,8,67,143
14.4,11.2,dur,7,16,4,33,99
25.6,6.4,dur,4,20,2,17,36
32.0,12.8,dur,8,28,8,67,158
44.8,6.4,isi,4,32,64,533,159
51.2,4.8,dur,3,35,4,33,114
56.0,6.4,dur,4,39,16,134,25
62.4,8.0,isi,5,44,64,533,47
70.4,4.8,dur,3,47,8,67,76
75.2,6.4,dur,4,51,64,533,108
81.6,4.8,dur,3,54,16,134,61
86.4,4.8,dur,3,57,64,533,30
91.2,11.2,dur,7,64,4,33,118
102.4,6.4,dur,4,68,8,67,13
108.8,9.6,dur,6,74,16,134,130
118.4,12.8,isi,8,82,64,533,46
131.2,4.8,dur,3,85,0,0,0
136.0,12.8,dur,8,93,32,267,122
148.8,4.8,dur,3,96,32,267,39
153.6,4.8,dur,3,99,2,17,121
158.4,4.8,dur,3,102,0,0,16
163.2,8.0,dur,5,107,16,134,81
171.2,6.4,dur,4,111,0,0,156
177.6,8.0,dur,5,116,64,533,28
185.6,9.6,dur,6,122,16,134,19
195.2,9.6,dur,6,128,2,17,42
204.8,11.2,dur,7,135,32,267,123
216.0,4.8,dur,3,138,64,533,138
220.8,11.2,dur,7,145,0,0,45
232.0,9.6,dur,6,151,4,33,57
241.6,9.6,dur,6,157,64,533,142
251.2,17.6,dur,11,168,32,267,116
268.8,4.8,dur,3,171,4,33,148
273.6,4.8,isi,3,174,64,533,31
278.4,4.8,dur,3,177,2,17,83
283.2,8.0,dur,5,182,2,17,113
291.2,4.8,isi,3,185,64,533,17
296.0,9.6,dur,6,191,8,67,98
305.6,14.4,dur,9,200,32,267,149
