time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,6.4,dur,4,4,16,134,49
6.4,6.4,dur,4,8,8,67,60
12.8,4.8,dur,3,11,16,134,98
17.6,4.8,dur,3,14,2,17,79
22.4,11.2,dur,7,21,64,533,14
33.6,8.0,isi,5,26,64,533,138
41.6,6.4,dur,4,30,64,533,55
48.0,4.8,dur,3,33,2,17,133
52.8,6.4,dur,4,37,8,67,73
59.2,6.4,dur,4,41,32,267,85
65.6,4.8,dur,3,44,4,33,47
70.4,4.8,dur,3,47,4,33,29
75.2,11.2,isi,7,54,64,533,134
86.4,6.4,dur,4,58,32,267,45
92.8,4.8,dur,3,61,8,67,83
97.6,12.8,dur,8,69,8,67,15
110.4,8.0,isi,5,74,64,533,68
118.4,14.4,dur,9,83,16,134,38
132.8,4.8,isi,3,86,64,533,150
137.6,16.0,dur,10,96,32,267,23
153.6,4.8,dur,3,99,0,0,118
158.4,6.4,dur,4,103,0,0,58
164.8,16.0,dur,10,113,0,0,37
180.8,12.8,dur,8,121,2,17,56
193.6,6.4,dur,4,125,0,0,108
200.0,4.8,dur,3,128,16,134,113
204.8,11.2,dur,7,135,4,33,63
216.0,6.4,dur,4,139,64,533,66
222.4,9.6,dur,6,145,4,33,17
232.0,11.2,dur,7,152,32,267,81
243.2,4.8,dur,3,155,32,267,67
248.0,6.4,dur,4,159,64,533,112
254.4,8.0,dur,5,164,0,0,34
262.4,11.2,dur,7,171,2,17,96
273.6,8.0,dur,5,176,4,33,42
281.6,4.8,dur,3,179,2,17,119
286.4,6.4,isi,4,183,64,533,62
292.8,9.6,dur,6,189,16,134,137
302.4,9.6,dur,6,195,8,67,124
312.0,8.0,dur,5,200,64,533,16
