time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,8,67,33
4.8,4.8,dur,3,6,4,33,47
9.6,4.8,isi,3,9,64,533,80
14.4,6.4,dur,4,13,32,267,87
20.8,6.4,dur,4,17,64,533,78
27.2,4.8,dur,3,20,4,33,31
32.0,4.8,dur,3,23,4,33,99
36.8,4.8,dur,3,26,2,17,77
41.6,6.4,isi,4,30,64,533,132
48.0,6.4,dur,4,34,16,134,41
54.4,9.6,dur,6,40,2,17,84
64.0,9.6,dur,6,46,8,67,51
73.6,4.8,dur,3,49,0,0,121
78.4,8.0,dur,5,54,64,533,53
86.4,16.0,dur,10,64,64,533,29
102.4,14.4,dur,9,73,16,134,4
116.8,6.4,isi,4,77,64,533,10
123.2,4.8,dur,3,80,2,17,56
128.0,12.8,dur,8,88,8,67,11
140.8,4.8,dur,3,91,0,0,15
145.6,6.4,dur,4,95,16,134,101
152.0,16.0,dur,10,105,8,67,129
168.0,4.8,dur,3,108,32,267,3
172.8,12.8,dur,8,116,32,267,1
185.6,6.4,dur,4,120,64,533,81
192.0,6.4,dur,4,124,16,134,103
198.4,11.2,dur,7,131,4,33,21
209.6,4.8,dur,3,134,2,17,139
214.4,6.4,dur,4,138,0,0,25
220.8,8.0,dur,5,143,32,267,85
228.8,8.0,isi,5,148,64,533,22
236.8,8.0,dur,5,153,32,267,59
244.8,9.6,dur,6,159,64,533,127
254.4,4.8,isi,3,162,64,533,63
259.2,9.6,dur,6,168,16,134,140
268.8,11.2,dur,7,175,2,17,30
280.0,11.2,dur,7,182,4,33,156
291.2,4.8,dur,3,185,0,0,109
296.0,8.0,dur,5,190,8,67,152
304.0,16.0,dur,10,200,0,0,128
