time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,9.6,dur,6,6,0,0,94
9.6,9.6,dur,6,12,16,134,10
19.2,6.4,dur,4,16,16,134,46
25.6,4.8,isi,3,19,64,533,73
30.4,4.8,dur,3,22,64,533,37
35.2,6.4,dur,4,26,16,134,149
41.6,4.8,dur,3,29,4,33,38
46.4,6.4,dur,4,33,16,134,28
52.8,4.8,dur,3,36,16,134,95
57.6,4.8,dur,3,39,0,0,4
62.4,9.6,dur,6,45,32,267,44
72.0,4.8,dur,3,48,32,267,0
76.8,16.0,dur,10,58,64,533,129
92.8,6.4,dur,4,62,8,67,79
99.2,4.8,dur,3,65,2,17,107
104.0,16.0,dur,10,75,32,267,122
120.0,4.8,dur,3,78,8,67,86
124.8,11.2,isi,7,85,64,533,23
136.0,14.4,dur,9,94,4,33,39
150.4,11.2,dur,7,101,4,33,78
161.6,11.2,dur,7,108,2,17,43
172.8,4.8,isi,3,111,64,533,102
177.6,6.4,dur,4,115,0,0,22
184.0,9.6,dur,6,121,8,67,128
193.6,9.6,dur,6,127,64,533,130
203.2,4.8,dur,3,130,64,533,40
208.0,4.8,isi,3,133,64,533,45
212.8,8.0,dur,5,138,8,67,58
220.8,6.4,dur,4,142,32,267,11
227.2,9.6,dur,6,148,2,17,27
236.8,4.8,dur,3,151,0,0,139
241.6,12.8,dur,8,159,4,33,17
254.4,9.6,dur,6,165,2,17,91
264.0,6.4,dur,4,169,8,67,120
270.4,6.4,dur,4,173,4,33,54
276.8,4.8,dur,3,176,2,17,68
281.6,6.4,isi,4,180,64,533,158
288.0,6.4,dur,4,184,0,0,123
294.4,4.8,dur,3,187,64,533,83
299.2,20.8,dur,13,200,32,267,137
