time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,16,134,87
4.8,4.8,dur,3,6,8,67,94
9.6,9.6,dur,6,12,32,267,68
19.2,4.8,dur,3,15,0,0,35
24.0,9.6,dur,6,21,4,33,3
33.6,8.0,dur,5,26,2,17,80
41.6,4.8,isi,3,29,64,533,58
46.4,4.8,dur,3,32,8,67,120
51.2,4.8,dur,3,35,2,17,70
56.0,6.4,dur,4,39,4,33,159
62.4,4.8,dur,3,42,0,0,101
67.2,8.0,dur,5,47,64,533,12
75.2,8.0,dur,5,52,8,67,71
83.2,12.8,dur,8,60,64,533,72
96.0,6.4,dur,4,64,32,267,85
102.4,8.0,isi,5,69,64,533,83
110.4,4.8,dur,3,72,32,267,5
115.2,4.8,dur,3,75,8,67,117
120.0,8.0,dur,5,80,4,33,26
128.0,4.8,dur,3,83,8,67,47
132.8,8.0,dur,5,88,0,0,116
140.8,4.8,dur,3,91,4,33,4
145.6,11.2,dur,7,98,32,267,86
156.8,4.8,dur,3,101,64,533,118
161.6,14.4,dur,9,110,2,17,10
176.0,8.0,dur,5,115,16,134,76
184.0,8.0,dur,5,120,2,17,145
192.0,9.6,dur,6,126,0,0,8
201.6,11.2,isi,7,133,64,533,32
212.8,6.4,dur,4,137,4,33,113
219.2,19.2,dur,12,149,16,134,7
238.4,4.8,dur,3,152,32,267,42
243.2,19.2,dur,12,164,2,17,112
262.4,4.8,isi,3,167,64,533,9
267.2,12.8,dur,8,175,64,533,69
280.0,6.4,isi,4,179,64,533,81
286.4,6.4,dur,4,183,0,0,14
292.8,14.4,dur,9,192,16,134,146
307.2,4.8,dur,3,195,64,533,65
312.0,8.0,dur,5,200,16,134,102
