time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,64,533,34
4.8,8.0,dur,5,8,0,0,32
12.8,4.8,dur,3,11,64,533,84
17.6,11.2,dur,7,18,4,33,120
28.8,4.8,isi,3,21,64,533,139
33.6,4.8,dur,3,24,16,134,99
38.4,16.0,dur,10,34,2,17,76
54.4,6.4,dur,4,38,4,33,127
60.8,4.8,dur,3,41,32,267,30
65.6,16.0,dur,10,51,4,33,130
81.6,4.8,dur,3,54,4,33,74
86.4,11.2,isi,7,61,64,533,47
97.6,6.4,dur,4,65,0,0,26
104.0,6.4,dur,4,69,2,17,78
110.4,9.6,dur,6,75,2,17,66
120.0,6.4,dur,4,79,32,267,4
126.4,8.0,dur,5,84,8,67,18
134.4,6.4,dur,4,88,2,17,149
140.8,4.8,dur,3,91,8,67,24
145.6,6.4,dur,4,95,16,134,38
152.0,16.0,dur,10,105,16,134,6
168.0,8.0,dur,5,110,8,67,118
176.0,4.8,dur,3,113,8,67,85
180.8,12.8,isi,8,121,64,533,57
193.6,9.6,dur,6,127,64,533,60
203.2,4.8,isi,3,130,64,533,71
208.0,9.6,dur,6,136,64,533,106
217.6,12.8,dur,8,144,0,0,158
230.4,9.6,dur,6,150,32,267,132
240.0,9.6,dur,6,156,16,134,86
249.6,6.4,dur,4,160,32,267,62
256.0,4.8,dur,3,163,0,0,7
260.8,4.8,dur,3,166,0,0,33
265.6,9.6,dur,6,172,2,17,151
275.2,8.0,dur,5,177,64,533,103
283.2,4.8,dur,3,180,32,267,16
288.0,6.4,isi,4,184,64,533,0
294.4,4.8,dur,3,187,16,134,102
299.2,6.4,dur,4,191,4,33,29
305.6,14.4,dur,9,200,8,67,82
