time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,9.6,dur,6,6,16,134,102
9.6,4.8,isi,3,9,64,533,145
14.4,12.8,dur,8,17,0,0,65
27.2,4.8,dur,3,20,32,267,131
32.0,4.8,dur,3,23,2,17,118
36.8,8.0,dur,5,28,4,33,155
44.8,9.6,dur,6,34,2,17,84
54.4,4.8,isi,3,37,64,533,136
59.2,4.8,dur,3,40,8,67,158
64.0,14.4,dur,9,49,16,134,101
78.4,4.8,dur,3,52,8,67,1
83.2,11.2,dur,7,59,32,267,98
94.4,9.6,dur,6,65,8,67,124
104.0,6.4,dur,4,69,32,267,25
110.4,6.4,dur,4,73,0,0,99
116.8,6.4,isi,4,77,64,533,130
123.2,16.0,dur,10,87,4,33,86
139.2,6.4,dur,4,91,4,33,156
145.6,11.2,dur,7,98,64,533,117
156.8,4.8,dur,3,101,64,533,142
161.6,8.0,isi,5,106,64,533,123
169.6,4.8,dur,3,109,16,134,24
174.4,6.4,dur,4,113,64,533,33
180.8,8.0,dur,5,118,0,0,91
188.8,4.8,dur,3,121,4,33,94
193.6,6.4,dur,4,125,8,67,40
200.0,11.2,dur,7,132,64,533,44
211.2,6.4,dur,4,136,8,67,139
217.6,4.8,dur,3,139,32,267,73
222.4,9.6,dur,6,145,0,0,157
232.0,9.6,dur,6,151,2,17,126
241.6,4.8,dur,3,154,2,17,39
246.4,8.0,dur,5,159,32,267,71
254.4,9.6,dur,6,165,16,134,138
264.0,8.0,dur,5,170,4,33,148
272.0,4.8,dur,3,173,64,533,108
276.8,4.8,dur,3,176,0,0,48
281.6,9.6,dur,6,182,2,17,21
291.2,4.8,dur,3,185,16,134,30
296.0,24.0,isi,15,200,64,533,43
