time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,16,134,32
4.8,11.2,dur,7,10,2,17,7
16.0,6.4,dur,4,14,32,267,131
22.4,4.8,dur,3,17,64,533,21
27.2,9.6,dur,6,23,2,17,153
36.8,11.2,dur,7,30,4,33,90
48.0,4.8,dur,3,33,16,134,28
52.8,8.0,dur,5,38,0,0,43
60.8,4.8,dur,3,41,0,0,108
65.6,11.2,dur,7,48,16,134,151
76.8,4.8,dur,3,51,8,67,52
81.6,9.6,dur,6,57,4,33,122
91.2,4.8,dur,3,60,32,267,158
96.0,8.0,dur,5,65,16,134,26
104.0,14.4,dur,9,74,2,17,59
118.4,4.8,isi,3,77,64,533,137
123.2,4.8,dur,3,80,32,267,34
128.0,11.2,isi,7,87,64,533,144
139.2,9.6,isi,6,93,64,533,15
148.8,6.4,dur,4,97,32,267,99
155.2,12.8,dur,8,105,0,0,84
168.0,6.4,dur,4,109,0,0,30
174.4,8.0,dur,5,114,64,533,126
182.4,16.0,dur,10,124,64,533,146
198.4,6.4,dur,4,128,8,67,124
204.8,6.4,dur,4,132,16,134,85
211.2,6.4,isi,4,136,64,533,61
217.6,8.0,dur,5,141,64,533,74
225.6,9.6,dur,6,147,32,267,77
235.2,4.8,dur,3,150,8,67,83
240.0,4.8,dur,3,153,64,533,155
244.8,4.8,dur,3,156,4,33,9
249.6,6.4,dur,4,160,8,67,19
256.0,9.6,dur,6,166,4,33,72
265.6,9.6,dur,6,172,4,33,65
275.2,12.8,dur,8,180,2,17,24
288.0,4.8,dur,3,183,2,17,47
292.8,8.0,dur,5,188,0,0,104
300.8,4.8,dur,3,191,8,67,113
305.6,14.4,isi,9,200,64,533,41
