time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,64,533,154
4.8,9.6,dur,6,9,8,67,83
14.4,6.4,dur,4,13,64,533,128
20.8,4.8,isi,3,16,64,533,28
25.6,4.8,dur,3,19,32,267,53
30.4,4.8,dur,3,22,2,17,111
35.2,12.8,dur,8,30,4,33,24
48.0,6.4,dur,4,34,16,134,37
54.4,4.8,dur,3,37,8,67,71
59.2,9.6,dur,6,43,8,67,6
68.8,4.8,dur,3,46,0,0,51
73.6,4.8,dur,3,49,4,33,12
78.4,11.2,dur,7,56,64,533,76
89.6,6.4,dur,4,60,2,17,70
96.0,6.4,dur,4,64,2,17,11
102.4,9.6,dur,6,70,16,134,18
112.0,25.6,isi,16,86,64,533,56
137.6,6.4,isi,4,90,64,533,85
144.0,11.2,dur,7,97,16,134,123
155.2,8.0,dur,5,102,4,33,133
163.2,4.8,dur,3,105,16,134,132
168.0,16.0,dur,10,115,4,33,106
184.0,4.8,dur,3,118,8,67,40
188.8,11.2,dur,7,125,0,0,125
200.0,8.0,isi,5,130,64,533,14
208.0,6.4,dur,4,134,32,267,45
214.4,4.8,dur,3,137,2,17,33
219.2,6.4,dur,4,141,16,134,90
225.6,14.4,dur,9,150,32,267,31
240.0,8.0,dur,5,155,0,0,82
248.0,4.8,dur,3,158,64,533,44
252.8,4.8,dur,3,161,0,0,87
257.6,9.6,dur,6,167,0,0,0
267.2,4.8,dur,3,170,8,67,15
272.0,9.6,dur,6,176,64,533,157
281.6,11.2,dur,7,183,32,267,144
292.8,4.8,dur,3,186,2,17,104
297.6,4.8,dur,3,189,32,267,57
302.4,4.8,dur,3,192,4,33,78
307.2,12.8,isi,8,200,64,533,23
