time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,64,533,138
4.8,6.4,dur,4,7,32,267,93
11.2,8.0,dur,5,12,0,0,120
19.2,8.0,dur,5,17,0,0,128
27.2,4.8,dur,3,20,32,267,156
32.0,4.8,dur,3,23,4,33,74
36.8,16.0,dur,10,33,2,17,90
52.8,14.4,isi,9,42,64,533,31
67.2,11.2,dur,7,49,32,267,68
78.4,4.8,dur,3,52,2,17,59
83.2,4.8,dur,3,55,8,67,15
88.0,6.4,isi,4,59,64,533,49
94.4,4.8,dur,3,62,8,67,115
99.2,9.6,dur,6,68,4,33,104
108.8,6.4,dur,4,72,0,0,43
115.2,4.8,dur,3,75,32,267,140
120.0,12.8,isi,8,83,64,533,95
132.8,4.8,dur,3,86,16,134,23
137.6,9.6,dur,6,92,64,533,100
147.2,16.0,dur,10,102,4,33,118
163.2,4.8,dur,3,105,4,33,72
168.0,4.8,dur,3,108,8,67,24
172.8,6.4,dur,4,112,8,67,133
179.2,4.8,dur,3,115,64,533,127
184.0,9.6,dur,6,121,16,134,151
193.6,9.6,dur,6,127,32,267,103
203.2,6.4,dur,4,131,16,134,105
209.6,14.4,dur,9,140,0,0,154
224.0,4.8,dur,3,143,2,17,57
228.8,6.4,dur,4,147,0,0,122
235.2,6.4,dur,4,151,8,67,50
241.6,9.6,dur,6,157,16,134,124
251.2,9.6,dur,6,163,64,533,14
260.8,6.4,dur,4,167,2,17,12
267.2,4.8,dur,3,170,4,33,45
272.0,9.6,isi,6,176,64,533,17
281.6,9.6,dur,6,182,16,134,152
291.2,9.6,dur,6,188,64,533,92
300.8,4.8,isi,3,191,64,533,71
305.6,14.4,dur,9,200,2,17,65
