time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,8.0,dur,5,5,4,33,50
8.0,4.8,dur,3,8,16,134,12
12.8,4.8,dur,3,11,4,33,49
17.6,6.4,dur,4,15,4,33,106
24.0,11.2,dur,7,22,16,134,22
35.2,4.8,dur,3,25,16,134,14
40.0,4.8,dur,3,28,32,267,113
44.8,11.2,dur,7,35,32,267,28
56.0,8.0,dur,5,40,16,134,44
64.0,4.8,dur,3,43,8,67,30
68.8,16.0,dur,10,53,0,0,48
84.8,6.4,dur,4,57,2,17,40
91.2,4.8,isi,3,60,64,533,123
96.0,14.4,isi,9,69,64,533,62
110.4,12.8,dur,8,77,8,67,5
123.2,6.4,dur,4,81,8,67,125
129.6,4.8,dur,3,84,8,67,92
134.4,4.8,dur,3,87,64,533,29
139.2,8.0,dur,5,92,64,533,128
147.2,8.0,isi,5,97,64,533,9
155.2,11.2,dur,7,104,8,67,135
166.4,4.8,dur,3,107,2,17,23
171.2,6.4,isi,4,111,64,533,52
177.6,8.0,dur,5,116,32,267,132
185.6,4.8,dur,3,119,0,0,36
190.4,6.4,dur,4,123,32,267,108
196.8,6.4,dur,4,127,64,533,6
203.2,9.6,dur,6,133,4,33,85
212.8,6.4,dur,4,137,32,267,154
219.2,4.8,dur,3,140,0,0,54
224.0,6.4,dur,4,144,0,0,98
230.4,12.8,dur,8,152,0,0,140
243.2,8.0,isi,5,157,64,533,118
251.2,8.0,dur,5,162,4,33,150
259.2,4.8,dur,3,165,2,17,3
264.0,11.2,dur,7,172,2,17,58
275.2,4.8,dur,3,175,64,533,103
280.0,11.2,dur,7,182,16,134,53
291.2,6.4,dur,4,186,2,17,13
297.6,22.4,dur,14,200,64,533,136
