time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,8,67,146
4.8,4.8,dur,3,6,0,0,2
9.6,6.4,dur,4,10,8,67,30
16.0,9.6,dur,6,16,16,134,55
25.6,4.8,dur,3,19,32,267,43
30.4,6.4,dur,4,23,2,17,140
36.8,4.8,dur,3,26,0,0,91
41.6,6.4,dur,4,30,0,0,16
48.0,6.4,dur,4,34,32,267,22
54.4,4.8,dur,3,37,2,17,134
59.2,4.8,dur,3,40,4,33,158
64.0,11.2,dur,7,47,16,134,95
75.2,12.8,dur,8,55,0,0,14
88.0,4.8,dur,3,58,16,134,10
92.8,4.8,dur,3,61,64,533,67
97.6,6.4,isi,4,65,64,533,131
104.0,9.6,dur,6,71,8,67,47
113.6,4.8,dur,3,74,16,134,130
118.4,16.0,dur,10,84,8,67,33
134.4,4.8,dur,3,87,4,33,48
139.2,6.4,dur,4,91,32,267,58
145.6,4.8,dur,3,94,64,533,87
150.4,8.0,dur,5,99,32,267,24
158.4,8.0,dur,5,104,8,67,96
166.4,6.4,dur,4,108,4,33,123
172.8,17.6,isi,11,119,64,533,11
190.4,4.8,dur,3,122,32,267,26
195.2,17.6,dur,11,133,4,33,1
212.8,4.8,dur,3,136,64,533,73
217.6,8.0,dur,5,141,64,533,145
225.6,11.2,dur,7,148,2,17,139
236.8,4.8,isi,3,151,64,533,121
241.6,14.4,isi,9,160,64,533,27
256.0,6.4,dur,4,164,16,134,23
262.4,6.4,dur,4,168,64,533,19
268.8,4.8,dur,3,171,2,17,57
273.6,12.8,dur,8,179,2,17,6
286.4,8.0,isi,5,184,64,533,105
294.4,6.4,dur,4,188,0,0,93
300.8,19.2,dur,12,200,4,33,115
