time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,2,17,135
4.8,4.8,dur,3,6,2,17,89
9.6,6.4,dur,4,10,8,67,100
16.0,9.6,dur,6,16,2,17,53
25.6,4.8,dur,3,19,2,17,159
30.4,4.8,dur,3,22,32,267,90
35.2,6.4,dur,4,26,4,33,77
41.6,6.4,dur,4,30,8,67,18
48.0,9.6,dur,6,36,8,67,81
57.6,9.6,dur,6,42,16,134,70
67.2,9.6,isi,6,48,64,533,29
76.8,6.4,dur,4,52,0,0,21
83.2,8.0,dur,5,57,64,533,149
91.2,4.8,dur,3,60,32,267,2
96.0,4.8,isi,3,63,64,533,68
100.8,4.8,dur,3,66,16,134,91
105.6,6.4,dur,4,70,4,33,54
112.0,14.4,isi,9,79,64,533,103
126.4,8.0,dur,5,84,4,33,13
134.4,4.8,dur,3,87,0,0,59
139.2,6.4,dur,4,91,0,0,55
145.6,20.8,dur,13,104,8,67,31
166.4,4.8,dur,3,107,16,134,141
171.2,6.4,dur,4,111,32,267,64
177.6,4.8,dur,3,114,4,33,45
182.4,8.0,isi,5,119,64,533,142
190.4,4.8,dur,3,122,32,267,66
195.2,14.4,dur,9,131,0,0,96
209.6,4.8,dur,3,134,0,0,112
214.4,11.2,dur,7,141,64,533,15
225.6,4.8,dur,3,144,32,267,11
230.4,8.0,dur,5,149,2,17,138
238.4,12.8,dur,8,157,16,134,56
251.2,4.8,isi,3,160,64,533,157
256.0,11.2,dur,7,167,4,33,99
267.2,6.4,dur,4,171,64,533,150
273.6,8.0,dur,5,176,8,67,58
281.6,9.6,dur,6,182,64,533,123
291.2,6.4,dur,4,186,64,533,22
297.6,22.4,dur,14,200,16,134,125
