time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,11.2,dur,7,7,0,0,80
11.2,4.8,dur,3,10,2,17,68
16.0,4.8,dur,3,13,4,33,153
20.8,6.4,dur,4,17,2,17,38
27.2,12.8,isi,8,25,64,533,25
40.0,9.6,dur,6,31,2,17,129
49.6,4.8,dur,3,34,4,33,37
54.4,12.8,dur,8,42,16,134,140
67.2,4.8,dur,3,45,16,134,46
72.0,4.8,dur,3,48,64,533,32
76.8,4.8,dur,3,51,0,0,27
81.6,14.4,dur,9,60,8,67,150
96.0,8.0,dur,5,65,64,533,126
104.0,4.8,dur,3,68,2,17,98
108.8,12.8,dur,8,76,32,267,71
121.6,4.8,dur,3,79,32,267,41
126.4,11.2,dur,7,86,64,533,121
137.6,8.0,dur,5,91,0,0,90
145.6,4.8,dur,3,94,16,134,12
150.4,6.4,dur,4,98,8,67,117
156.8,4.8,dur,3,101,0,0,31
161.6,8.0,dur,5,106,32,267,58
169.6,11.2,isi,7,113,64,533,53
180.8,6.4,dur,4,117,64,533,105
187.2,12.8,dur,8,125,4,33,115
200.0,12.8,dur,8,133,64,533,39
212.8,8.0,isi,5,138,64,533,78
220.8,4.8,dur,3,141,8,67,69
225.6,8.0,dur,5,146,8,67,97
233.6,6.4,dur,4,150,8,67,88
240.0,8.0,dur,5,155,16,134,111
248.0,8.0,dur,5,160,4,33,2
256.0,4.8,dur,3,163,2,17,29
260.8,4.8,isi,3,166,64,533,141
265.6,9.6,dur,6,172,32,267,133
275.2,6.4,dur,4,176,16,134,132
281.6,12.8,isi,8,184,64,533,50
294.4,4.8,dur,3,187,32,267,96
299.2,12.8,dur,8,195,4,33,17
312.0,8.0,dur,5,200,0,0,119
