time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,8.0,dur,5,5,16,134,13
8.0,14.4,dur,9,14,32,267,39
22.4,6.4,dur,4,18,2,17,114
28.8,4.8,dur,3,21,0,0,10
33.6,8.0,dur,5,26,64,533,48
41.6,12.8,dur,8,34,2,17,103
54.4,4.8,dur,3,37,32,267,26
59.2,11.2,dur,7,44,64,533,28
70.4,9.6,dur,6,50,8,67,137
80.0,11.2,dur,7,57,4,33,29
91.2,6.4,dur,4,61,4,33,3
97.6,4.8,dur,3,64,2,17,102
102.4,4.8,dur,3,67,8,67,25
107.2,9.6,dur,6,73,4,33,86
116.8,6.4,dur,4,77,8,67,14
123.2,4.8,isi,3,80,64,533,38
128.0,9.6,isi,6,86,64,533,150
137.6,6.4,dur,4,90,32,267,67
144.0,6.4,dur,4,94,0,0,34
150.4,12.8,dur,8,102,2,17,44
163.2,4.8,dur,3,105,0,0,77
168.0,4.8,dur,3,108,4,33,159
172.8,4.8,dur,3,111,0,0,45
177.6,11.2,dur,7,118,16,134,8
188.8,4.8,isi,3,121,64,533,135
193.6,4.8,dur,3,124,32,267,112
198.4,8.0,dur,5,129,16,134,71
206.4,14.4,dur,9,138,64,533,76
220.8,4.8,dur,3,141,16,134,156
225.6,12.8,dur,8,149,8,67,52
238.4,4.8,dur,3,152,8,67,95
243.2,8.0,isi,5,157,64,533,155
251.2,8.0,dur,5,162,16,134,46
259.2,4.8,dur,3,165,2,17,88
264.0,9.6,dur,6,171,0,0,123
273.6,9.6,dur,6,177,64,533,5
283.2,6.4,dur,4,181,32,267,104
289.6,11.2,isi,7,188,64,533,128
300.8,4.8,dur,3,191,64,533,80
305.6,14.4,dur,9,200,4,33,7
