time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,0,0,30
4.8,6.4,dur,4,7,8,67,117
11.2,8.0,dur,5,12,0,0,3
19.2,4.8,isi,3,15,64,533,94
24.0,6.4,dur,4,19,2,17,131
30.4,9.6,dur,6,25,2,17,0
40.0,6.4,dur,4,29,8,67,52
46.4,4.8,dur,3,32,32,267,142
51.2,4.8,dur,3,35,4,33,43
56.0,16.0,dur,10,45,8,67,159
72.0,6.4,dur,4,49,0,0,22
78.4,8.0,dur,5,54,2,17,23
86.4,4.8,dur,3,57,8,67,89
91.2,4.8,dur,3,60,32,267,38
96.0,4.8,dur,3,63,32,267,128
100.8,9.6,dur,6,69,0,0,55
110.4,17.6,dur,11,80,32,267,124
128.0,8.0,dur,5,85,8,67,68
136.0,4.8,dur,3,88,16,134,101
140.8,16.0,isi,10,98,64,533,148
156.8,6.4,dur,4,102,32,267,60
163.2,8.0,dur,5,107,16,134,90
171.2,14.4,dur,9,116,0,0,72
185.6,6.4,dur,4,120,64,533,109
192.0,9.6,isi,6,126,64,533,102
201.6,11.2,dur,7,133,16,134,154
212.8,4.8,isi,3,136,64,533,51
217.6,9.6,dur,6,142,64,533,10
227.2,6.4,dur,4,146,4,33,147
233.6,4.8,isi,3,149,64,533,77
238.4,4.8,dur,3,152,4,33,5
243.2,9.6,dur,6,158,4,33,118
252.8,12.8,dur,8,166,4,33,149
265.6,4.8,dur,3,169,16,134,103
270.4,9.6,dur,6,175,64,533,134
280.0,6.4,dur,4,179,64,533,74
286.4,4.8,dur,3,182,2,17,139
291.2,6.4,dur,4,186,16,134,53
297.6,8.0,dur,5,191,64,533,49
305.6,14.4,dur,9,200,2,17,136
