time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,6.4,dur,4,4,4,33,13
6.4,4.8,dur,3,7,32,267,106
11.2,11.2,dur,7,14,4,33,131
22.4,9.6,dur,6,20,8,67,125
32.0,4.8,dur,3,23,16,134,62
36.8,4.8,dur,3,26,8,67,32
41.6,4.8,dur,3,29,32,267,111
46.4,4.8,dur,3,32,8,67,30
51.2,11.2,dur,7,39,16,134,144
62.4,14.4,dur,9,48,64,533,59
76.8,6.4,dur,4,52,32,267,145
83.2,6.4,dur,4,56,2,17,77
89.6,6.4,dur,4,60,0,0,128
96.0,4.8,dur,3,63,2,17,35
100.8,6.4,dur,4,67,0,0,130
107.2,12.8,isi,8,75,64,533,88
120.0,9.6,dur,6,81,32,267,110
129.6,4.8,dur,3,84,0,0,153
134.4,14.4,dur,9,93,2,17,27
148.8,6.4,dur,4,97,4,33,86
155.2,8.0,dur,5,102,64,533,33
163.2,4.8,dur,3,105,0,0,18
168.0,12.8,dur,8,113,16,134,55
180.8,6.4,dur,4,117,16,134,40
187.2,11.2,dur,7,124,16,134,75
198.4,4.8,dur,3,127,4,33,92
203.2,8.0,dur,5,132,64,533,68
211.2,4.8,isi,3,135,64,533,16
216.0,11.2,dur,7,142,4,33,10
227.2,8.0,isi,5,147,64,533,136
235.2,6.4,dur,4,151,2,17,140
241.6,6.4,dur,4,155,32,267,146
248.0,8.0,isi,5,160,64,533,83
256.0,6.4,dur,4,164,64,533,100
262.4,9.6,isi,6,170,64,533,124
272.0,9.6,dur,6,176,2,17,41
281.6,6.4,dur,4,180,8,67,107
288.0,6.4,dur,4,184,64,533,45
294.4,4.8,dur,3,187,0,0,65
299.2,20.8,dur,13,200,8,67,24
