time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,6.4,dur,4,4,0,0,115
6.4,6.4,dur,4,8,16,134,57
12.8,6.4,dur,4,12,0,0,44
19.2,8.0,dur,5,17,64,533,143
27.2,4.8,dur,3,20,2,17,103
32.0,11.2,dur,7,27,0,0,118
43.2,6.4,dur,4,31,4,33,80
49.6,4.8,dur,3,34,8,67,27
54.4,9.6,dur,6,40,32,267,64
64.0,6.4,dur,4,44,2,17,56
70.4,4.8,dur,3,47,4,33,128
75.2,9.6,dur,6,53,64,533,19
84.8,4.8,dur,3,56,8,67,55
89.6,6.4,dur,4,60,2,17,133
96.0,4.8,isi,3,63,64,533,141
100.8,9.6,dur,6,69,4,33,139
110.4,8.0,dur,5,74,16,134,40
118.4,6.4,dur,4,78,2,17,72
124.8,6.4,dur,4,82,32,267,108
131.2,6.4,dur,4,86,0,0,36
137.6,9.6,dur,6,92,32,267,76
147.2,12.8,dur,8,100,64,533,81
160.0,4.8,dur,3,103,32,267,15
164.8,16.0,dur,10,113,4,33,65
180.8,4.8,dur,3,116,16,134,43
185.6,6.4,isi,4,120,64,533,21
192.0,6.4,dur,4,124,64,533,117
198.4,14.4,dur,9,133,16,134,48
212.8,6.4,dur,4,137,16,134,111
219.2,12.8,dur,8,145,8,67,89
232.0,6.4,dur,4,149,32,267,60
238.4,6.4,dur,4,153,2,17,11
244.8,11.2,dur,7,160,64,533,88
256.0,9.6,dur,6,166,8,67,82
265.6,6.4,isi,4,170,64,533,112
272.0,8.0,isi,5,175,64,533,12
280.0,6.4,isi,4,179,64,533,67
286.4,9.6,dur,6,185,8,67,116
296.0,4.8,dur,3,188,0,0,142
300.8,19.2,dur,12,200,4,33,4
