time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,11.2,dur,7,7,8,67,126
11.2,4.8,dur,3,10,64,533,121
16.0,19.2,dur,12,22,8,67,129
35.2,8.0,dur,5,27,16,134,108
43.2,4.8,dur,3,30,32,267,49
48.0,8.0,dur,5,35,64,533,62
56.0,4.8,dur,3,38,16,134,15
60.8,9.6,dur,6,44,0,0,56
70.4,4.8,dur,3,47,16,134,65
75.2,6.4,dur,4,51,32,267,0
81.6,4.8,isi,3,54,64,533,27
86.4,6.4,dur,4,58,8,67,72
92.8,4.8,dur,3,61,4,33,33
97.6,6.4,dur,4,65,4,33,76
104.0,4.8,dur,3,68,4,33,122
108.8,4.8,dur,3,71,2,17,32
113.6,14.4,dur,9,80,8,67,155
128.0,4.8,dur,3,83,32,267,106
132.8,4.8,dur,3,86,4,33,30
137.6,12.8,dur,8,94,64,533,123
150.4,4.8,dur,3,97,64,533,113
155.2,8.0,dur,5,102,16,134,70
163.2,9.6,isi,6,108,64,533,59
172.8,11.2,dur,7,115,32,267,91
184.0,6.4,dur,4,119,32,267,67
190.4,14.4,dur,9,128,16,134,109
204.8,8.0,dur,5,133,2,17,112
212.8,6.4,isi,4,137,64,533,94
219.2,6.4,isi,4,141,64,533,35
225.6,8.0,dur,5,146,2,17,87
233.6,4.8,dur,3,149,2,17,99
238.4,11.2,dur,7,156,0,0,98
249.6,4.8,dur,3,159,0,0,23
254.4,6.4,dur,4,163,64,533,137
260.8,12.8,dur,8,171,2,17,22
273.6,6.4,dur,4,175,8,67,124
280.0,14.4,dur,9,184,0,0,75
294.4,4.8,dur,3,187,0,0,97
299.2,8.0,isi,5,192,64,533,43
307.2,12.8,dur,8,200,4,33,31
