time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,8.0,dur,5,5,32,267,40
8.0,9.6,dur,6,11,4,33,129
17.6,14.4,dur,9,20,2,17,92
32.0,6.4,dur,4,24,16,134,106
38.4,6.4,dur,4,28,4,33,7
44.8,4.8,isi,3,31,64,533,43
49.6,4.8,isi,3,34,64,533,141
54.4,4.8,dur,3,37,64,533,155
59.2,4.8,dur,3,40,8,67,137
64.0,11.2,dur,7,47,16,134,156
75.2,14.4,dur,9,56,0,0,61
89.6,6.4,dur,4,60,8,67,83
96.0,6.4,isi,4,64,64,533,119
102.4,8.0,dur,5,69,0,0,139
110.4,8.0,isi,5,74,64,533,9
118.4,4.8,dur,3,77,8,67,84
123.2,8.0,dur,5,82,0,0,19
131.2,11.2,dur,7,89,4,33,1
142.4,9.6,dur,6,95,64,533,142
152.0,8.0,dur,5,100,0,0,39
160.0,8.0,dur,5,105,32,267,109
168.0,4.8,isi,3,108,64,533,20
172.8,4.8,dur,3,111,32,267,135
177.6,11.2,dur,7,118,16,134,118
188.8,9.6,dur,6,124,2,17,6
198.4,6.4,dur,4,128,8,67,100
204.8,4.8,dur,3,131,16,134,111
209.6,9.6,dur,6,137,32,267,32
219.2,4.8,dur,3,140,4,33,151
224.0,6.4,dur,4,144,2,17,56
230.4,4.8,dur,3,147,0,0,124
235.2,4.8,dur,3,150,4,33,72
240.0,12.8,dur,8,158,64,533,13
252.8,6.4,dur,4,162,64,533,58
259.2,4.8,dur,3,165,64,533,42
264.0,4.8,dur,3,168,2,17,94
268.8,14.4,dur,9,177,2,17,134
283.2,9.6,dur,6,183,8,67,23
292.8,9.6,dur,6,189,32,267,144
302.4,17.6,dur,11,200,16,134,97
