time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,6.4,dur,4,4,4,33,109
6.4,4.8,dur,3,7,8,67,102
11.2,11.2,dur,7,14,4,33,153
22.4,8.0,dur,5,19,2,17,17
30.4,4.8,dur,3,22,2,17,139
35.2,12.8,dur,8,30,64,533,112
48.0,4.8,isi,3,33,64,533,52
52.8,11.2,dur,7,40,32,267,118
64.0,9.6,dur,6,46,4,33,58
73.6,12.8,dur,8,54,0,0,104
86.4,6.4,dur,4,58,32,267,72
92.8,14.4,dur,9,67,16,134,103
107.2,9.6,dur,6,73,32,267,25
116.8,4.8,dur,3,76,16,134,34
121.6,4.8,dur,3,79,0,0,106
126.4,9.6,isi,6,85,64,533,28
136.0,4.8,dur,3,88,64,533,15
140.8,4.8,dur,3,91,16,134,55
145.6,16.0,dur,10,101,64,533,117
161.6,6.4,dur,4,105,16,134,91
168.0,4.8,isi,3,108,64,533,77
172.8,11.2,dur,7,115,2,17,38
184.0,8.0,dur,5,120,8,67,111
192.0,4.8,dur,3,123,64,533,44
196.8,4.8,dur,3,126,4,33,128
201.6,4.8,dur,3,129,32,267,5
206.4,4.8,dur,3,132,4,33,37
211.2,12.8,isi,8,140,64,533,156
224.0,4.8,isi,3,143,64,533,79
228.8,8.0,dur,5,148,0,0,19
236.8,8.0,dur,5,153,0,0,53
244.8,6.4,dur,4,157,2,17,93
251.2,6.4,dur,4,161,8,67,35
257.6,12.8,dur,8,169,0,0,131
270.4,12.8,dur,8,177,8,67,127
283.2,4.8,dur,3,180,64,533,121
288.0,8.0,dur,5,185,32,267,45
296.0,4.8,dur,3,188,8,67,2
300.8,8.0,dur,5,193,2,17,133
308.8,11.2,dur,7,200,16,134,12
