time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,32,267,25
4.8,8.0,dur,5,8,4,33,28
12.8,16.0,dur,10,18,32,267,33
28.8,9.6,dur,6,24,0,0,99
38.4,4.8,isi,3,27,64,533,30
43.2,11.2,isi,7,34,64,533,72
54.4,9.6,dur,6,40,16,134,52
64.0,4.8,dur,3,43,0,0,2
68.8,6.4,dur,4,47,16,134,31
75.2,9.6,dur,6,53,32,267,47
84.8,4.8,dur,3,56,8,67,44
89.6,8.0,dur,5,61,16,134,23
97.6,8.0,isi,5,66,64,533,42
105.6,4.8,dur,3,69,2,17,16
110.4,6.4,isi,4,73,64,533,93
116.8,4.8,dur,3,76,8,67,120
121.6,24.0,dur,15,91,2,17,70
145.6,4.8,dur,3,94,2,17,149
150.4,4.8,dur,3,97,64,533,139
155.2,4.8,dur,3,100,64,533,50
160.0,6.4,dur,4,104,32,267,91
166.4,4.8,isi,3,107,64,533,104
171.2,9.6,dur,6,113,0,0,26
180.8,14.4,dur,9,122,16,134,159
195.2,4.8,dur,3,125,0,0,12
200.0,6.4,dur,4,129,0,0,125
206.4,4.8,dur,3,132,64,533,15
211.2,9.6,dur,6,138,8,67,53
220.8,6.4,dur,4,142,4,33,4
227.2,12.8,dur,8,150,32,267,74
240.0,4.8,dur,3,153,4,33,17
244.8,6.4,dur,4,157,8,67,3
251.2,4.8,dur,3,160,4,33,101
256.0,9.6,dur,6,166,64,533,146
265.6,9.6,dur,6,172,2,17,67
275.2,4.8,dur,3,175,16,134,57
280.0,4.8,dur,3,178,2,17,140
284.8,12.8,dur,8,186,4,33,106
297.6,9.6,dur,6,192,64,533,14
307.2,12.8,dur,8,200,8,67,152
