time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,texture_id
0.0,4.8,dur,3,3,0,0,93
4.8,14.4,dur,9,12,2,17,126
19.2,4.8,isi,3,15,64,533,50
24.0,6.4,dur,4,19,4,33,76
30.4,14.4,dur,9,28,32,267,152
44.8,4.8,dur,3,31,64,533,88
49.6,8.0,dur,5,36,64,533,124
57.6,4.8,dur,3,39,0,0,43
62.4,4.8,dur,3,42,64,533,132
67.2,16.0,dur,10,52,8,67,6
83.2,14.4,dur,9,61,8,67,75
97.6,6.4,dur,4,65,4,33,100
104.0,4.8,dur,3,68,0,0,154
108.8,12.8,dur,8,76,8,67,122
121.6,9.6,isi,6,82,64,533,115
131.2,11.2,dur,7,89,32,267,73
142.4,6.4,dur,4,93,32,267,159
148.8,4.8,dur,3,96,2,17,12
153.6,6.4,isi,4,100,64,533,67
160.0,9.6,dur,6,106,4,33,98
169.6,4.8,dur,3,109,16,134,48
174.4,4.8,dur,3,112,16,134,68
179.2,9.6,dur,6,118,64,533,37
188.8,4.8,dur,3,121,16,134,86
193.6,4.8,dur,3,124,4,33,38
198.4,4.8,dur,3,127,32,267,92
203.2,6.4,dur,4,131,8,67,146
209.6,12.8,dur,8,139,2,17,69
222.4,6.4,dur,4,143,2,17,153
228.8,8.0,isi,5,148,64,533,85
236.8,11.2,dur,7,155,2,17,87
248.0,6.4,dur,4,159,16,134,157
254.4,6.4,dur,4,163,64,533,49
260.8,4.8,dur,3,166,4,33,147
265.6,14.4,dur,9,175,0,0,83
280.0,8.0,dur,5,180,32,267,40
288.0,4.8,dur,3,183,16,134,35
292.8,12.8,isi,8,191,64,533,138
305.6,4.8,dur,3,194,8,67,47
310.4,9.6,dur,6,200,0,0,51
